fight_id,event_id,referee,f_1,f_2,winner,num_rounds,title_fight,weight_class,gender,result,result_details,finish_round,finish_time,fight_url
1445,160,Leon Roberts,2619.0,1143.0,1143.0,3,F,Welterweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/a829493aa8d25e3c
1444,160,Dan Miragliotta,134.0,1299.0,1299.0,3,F,Welterweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/2037295b161c8269
1443,160,Leon Roberts,3231.0,2688.0,2688.0,3,F,Light Heavyweight,M,Submission,Rear Naked Choke,2,2:41,http://ufcstats.com/fight-details/5014298453caf116
1442,160,Marc Goddard,3663.0,1137.0,3663.0,3,F,Heavyweight,M,Submission,Rear Naked Choke,3,1:43,http://ufcstats.com/fight-details/9f2e58bf880157b2
1441,160,Dan Miragliotta,811.0,2523.0,811.0,3,F,Lightweight,M,Submission,Triangle Choke From Bottom Guard,1,4:45,http://ufcstats.com/fight-details/676f5091ce2c3c90
1440,160,Leon Roberts,2981.0,193.0,2981.0,3,F,Lightweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/62d4a918256c83e8
1439,160,Marc Goddard,1755.0,1890.0,1890.0,3,F,Light Heavyweight,M,KO/TKO,Punches to Head At Distance,3,0:48,http://ufcstats.com/fight-details/8c8d46d89bf899e8
1438,159,Herb Dean,1676.0,2990.0,1676.0,3,F,Heavyweight,M,KO/TKO,Knee to Head In Clinch,3,4:02,http://ufcstats.com/fight-details/301b145c186635de
1437,159,Josh Rosenthal,1457.0,3891.0,3891.0,3,F,Light Heavyweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/7e3679992f2c6ff6
1436,159,Herb Dean,750.0,1946.0,1946.0,3,F,Welterweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/5b986cd7289a0884
1435,159,Rob Hinds,732.0,3145.0,732.0,3,F,Lightweight,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/81b5e933186a685a
1434,159,Josh Rosenthal,2700.0,542.0,2700.0,3,F,Lightweight,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/8e2e14693e04bf45
1433,159,Jeff Malott,3191.0,3195.0,3191.0,3,F,Middleweight,M,Submission,Guillotine Choke From Bottom Guard,1,2:13,http://ufcstats.com/fight-details/1733594124569598
1432,159,Herb Dean,1658.0,3809.0,1658.0,3,F,Heavyweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/b2717e8f7e7a196f
1431,159,Rob Hinds,440.0,3911.0,440.0,3,F,Lightweight,M,Submission,Guillotine Choke Standing,1,3:47,http://ufcstats.com/fight-details/c22d25f1febd8d09
1430,159,Herb Dean,1980.0,1967.0,1967.0,3,F,Lightweight,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/b30bb2ba5b68a180
1429,159,Jeff Malott,2738.0,1293.0,2738.0,3,F,Welterweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/a8b22e990cba6144
1428,159,Josh Rosenthal,2473.0,1788.0,1788.0,3,F,Heavyweight,M,Submission,Straight Armbar From Bottom Guard,1,1:03,http://ufcstats.com/fight-details/bd057764cb51f065
1427,158,Herb Dean,1860.0,1334.0,1860.0,3,F,Middleweight,M,KO/TKO,Punches to Head On Ground,1,3:28,http://ufcstats.com/fight-details/48db60440ead6f6d
1426,158,Kerry Hatley,3065.0,1401.0,1401.0,3,F,Lightweight,M,Submission,Rear Naked Choke,3,2:25,http://ufcstats.com/fight-details/a24121c70f773fe2
1425,158,Jon Schorle,1693.0,397.0,1693.0,3,F,Lightweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/108140213049e629
1424,158,Herb Dean,1692.0,1284.0,1692.0,3,F,Lightweight,M,Submission,Rear Naked Choke,2,1:49,http://ufcstats.com/fight-details/2aeba1cc4004d0bc
1423,158,Kerry Hatley,3119.0,2695.0,3119.0,3,F,Lightweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/25137d9cc8b47f57
1422,158,Jon Schorle,2656.0,2213.0,2213.0,3,F,Light Heavyweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/b972f998103731da
1421,158,Herb Dean,3165.0,3690.0,3690.0,3,F,Middleweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/2f2ac4c08e763d38
1420,158,Kerry Hatley,3913.0,1512.0,3913.0,3,F,Middleweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/f1ffe3ba615ad7b9
1419,158,Jon Schorle,217.0,1666.0,217.0,3,F,Welterweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/a4bc92bfe82d0547
1418,158,Herb Dean,2951.0,1223.0,2951.0,3,F,Welterweight,M,KO/TKO,Punches to Head On Ground,1,1:07,http://ufcstats.com/fight-details/88ef809a0fde3900
1417,157,Herb Dean,3122.0,1267.0,3122.0,5,T,Lightweight,M,Decision,Unanimous,5,5:00,http://ufcstats.com/fight-details/3d38022fdcb3b5c9
1416,157,Mario Yamasaki,3371.0,383.0,3371.0,3,F,Heavyweight,M,Submission,Arm Triangle From Mount,1,3:19,http://ufcstats.com/fight-details/bec66de67818a9b1
1415,157,Herb Dean,1901.0,1674.0,1901.0,3,F,Middleweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/4bb7363bb03628f6
1414,157,Mario Yamasaki,2969.0,1798.0,1798.0,3,F,Lightweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/f484290346cfcf73
1413,157,Yves Lavigne,3221.0,3290.0,3221.0,3,F,Welterweight,M,Submission,"Guillotine Choke On Ground
      Technical Submission",3,4:02,http://ufcstats.com/fight-details/17a8fbfbe8d32258
1412,157,Herb Dean,2102.0,920.0,2102.0,3,F,Lightweight,M,Submission,Armbar From Mount,1,2:01,http://ufcstats.com/fight-details/a5962421d687de8f
1411,157,Josh Rosenthal,113.0,2052.0,2052.0,3,F,Lightweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/65290fc5216c2a73
1410,157,Mario Yamasaki,1694.0,877.0,1694.0,3,F,Middleweight,M,Submission,Guillotine Choke After Drop to Ground,2,1:53,http://ufcstats.com/fight-details/18cfc2f58d20c0f2
1409,157,Yves Lavigne,1370.0,594.0,594.0,3,F,Welterweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/dacca5ea6be14d08
1408,157,Josh Rosenthal,1203.0,4002.0,1203.0,3,F,Welterweight,M,Submission,Armbar From Half Guard,3,3:11,http://ufcstats.com/fight-details/9443197a9e0a22a2
1407,156,Josh Rosenthal,703.0,604.0,703.0,5,T,Middleweight,M,Submission,Triangle Armbar From Bottom Guard,5,3:10,http://ufcstats.com/fight-details/bcab3ebdc21b0b64
1406,156,Herb Dean,2978.0,4004.0,2978.0,3,F,Welterweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/c92c53954903554a
1405,156,Herb Dean,2702.0,3185.0,2702.0,3,F,Lightweight,M,Submission,"Injury  
      Jaw Injury",3,1:51,http://ufcstats.com/fight-details/3559cab3329e5431
1404,156,Josh Rosenthal,2482.0,4023.0,2482.0,3,F,Welterweight,M,Submission,"Schultz Front Headlock On Ground
      Technical Submission",1,3:15,http://ufcstats.com/fight-details/10fd87a88178aedd
1403,156,Marcos Rosales,1497.0,3184.0,3184.0,3,F,Heavyweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/241a307a9c3d9a21
1402,156,Josh Rosenthal,2609.0,523.0,523.0,3,F,Welterweight,M,KO/TKO,Punches to Head On Ground,2,1:15,http://ufcstats.com/fight-details/57d481c10c842ba2
1401,156,Herb Dean,207.0,3288.0,3288.0,3,F,Light Heavyweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/10e35a0667d39086
1400,156,Josh Rosenthal,2591.0,3680.0,2591.0,3,F,Welterweight,M,KO/TKO,Punches to Head At Distance,2,0:40,http://ufcstats.com/fight-details/2592954ad51764b0
1399,156,Marcos Rosales,3658.0,3742.0,3742.0,3,F,Light Heavyweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/0072df705378477c
1398,156,Herb Dean,509.0,1609.0,509.0,3,F,Heavyweight,M,KO/TKO,Punch to Head At Distance,2,0:22,http://ufcstats.com/fight-details/55e12d44e9e524cf
1397,156,Marcos Rosales,803.0,2669.0,2669.0,3,F,Welterweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/951d11f8684ed734
1396,155,Herb Dean,2349.0,1805.0,2349.0,3,F,Light Heavyweight,M,KO/TKO,Elbows to Head From Crucifix,1,1:52,http://ufcstats.com/fight-details/7949430ebc47f31b
1395,155,John McCarthy,1569.0,1409.0,1409.0,3,F,Middleweight,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/743f9df5bdfbcb95
1394,155,Herb Dean,2493.0,3102.0,3102.0,3,F,Welterweight,M,TKO - Doctor's Stoppage,Eye Injury,3,2:21,http://ufcstats.com/fight-details/c0dc7511452ed0f8
1393,155,Jason Herzog,2722.0,2795.0,2795.0,3,F,Lightweight,M,KO/TKO,Punch to Head At Distance,1,1:04,http://ufcstats.com/fight-details/a01524699dfa3526
1392,155,John McCarthy,2257.0,226.0,226.0,3,F,Lightweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/71cb15f6dbdaccd8
1391,155,Jason Herzog,2371.0,1041.0,1041.0,3,F,Welterweight,M,KO/TKO,Punches to Head From Back Control,2,4:29,http://ufcstats.com/fight-details/860954fbe26b867a
1390,155,Herb Dean,2443.0,1188.0,1188.0,3,F,Light Heavyweight,M,Submission,Rear Naked Choke,1,2:29,http://ufcstats.com/fight-details/26800d759ba50371
1389,155,John McCarthy,557.0,1822.0,557.0,3,F,Middleweight,M,Submission,Triangle Choke From Bottom Guard,3,3:10,http://ufcstats.com/fight-details/a3902e22c10725c4
1388,155,Herb Dean,3103.0,1401.0,1401.0,3,F,Lightweight,M,Submission,Triangle Armbar From Bottom Guard,1,0:41,http://ufcstats.com/fight-details/db1c5b5a710fbdb0
1387,155,Jason Herzog,2217.0,545.0,2217.0,3,F,Middleweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/92dea6ff8f0c1b10
1386,154,Josh Rosenthal,2044.0,3524.0,2044.0,5,T,Heavyweight,M,Submission,Arm Triangle From Side Control,2,2:19,http://ufcstats.com/fight-details/d9c61052035c9b69
1385,154,Herb Dean,2083.0,4073.0,2083.0,3,F,Middleweight,M,Submission,Triangle Choke From Bottom Guard,3,4:40,http://ufcstats.com/fight-details/049659c5a58ebb61
1384,154,Steve Mazzagatti,1946.0,3661.0,1946.0,3,F,Welterweight,M,Submission,Armbar From Crucifix,2,2:02,http://ufcstats.com/fight-details/4c5a2a3cf2bea222
1383,154,Mario Yamasaki,596.0,3725.0,3725.0,3,F,Light Heavyweight,M,KO/TKO,Punches to Head From Back Control,2,3:08,http://ufcstats.com/fight-details/536c26ef4da9ace7
1382,154,Josh Rosenthal,595.0,1276.0,595.0,3,F,Lightweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/b5608e83faac1387
1381,154,Herb Dean,793.0,348.0,793.0,3,F,Heavyweight,M,KO/TKO,Punch to Head At Distance,1,1:07,http://ufcstats.com/fight-details/07ba406a1d0a5a71
1380,154,Steve Mazzagatti,1227.0,961.0,961.0,3,F,Light Heavyweight,M,Submission,Armbar From Side Control,2,3:05,http://ufcstats.com/fight-details/20d28c177a7d43a4
1379,154,Mario Yamasaki,2712.0,1075.0,2712.0,3,F,Middleweight,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/16cab4b91e2c8881
1378,154,Herb Dean,2637.0,3690.0,2637.0,3,F,Middleweight,M,KO/TKO,Slam to   On Ground,3,2:35,http://ufcstats.com/fight-details/458e6de1b9ef3500
1377,154,Steve Mazzagatti,1223.0,1006.0,1006.0,3,F,Welterweight,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/bb7df9a9c9a69914
1376,154,Mario Yamasaki,1926.0,269.0,1926.0,3,F,Heavyweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/6e62908d6639dcdb
1375,153,Steve Mazzagatti,1773.0,1787.0,1773.0,3,T,Middleweight,M,Submission,Rear Naked Choke,2,3:41,http://ufcstats.com/fight-details/8c082a3c69e2d192
1374,153,Herb Dean,2404.0,2660.0,2660.0,3,F,Light Heavyweight,M,Decision,Majority,3,5:00,http://ufcstats.com/fight-details/13fa791f0772250c
1373,153,Josh Rosenthal,2083.0,665.0,2083.0,3,F,Middleweight,M,KO/TKO,Punches to Head In Clinch,2,4:17,http://ufcstats.com/fight-details/a754766050409638
1372,153,Kim Winslow,2981.0,649.0,649.0,3,F,Lightweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/9b38456520395242
1371,153,Steve Mazzagatti,82.0,3913.0,3913.0,3,F,Middleweight,M,KO/TKO,Punches to Head From Back Control,2,4:25,http://ufcstats.com/fight-details/256c9a39386f94a9
1370,153,Josh Rosenthal,2695.0,2523.0,2695.0,3,F,Lightweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/76ca3d1cefd6945a
1369,153,Herb Dean,438.0,3893.0,438.0,3,F,Middleweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/3eb829eb77256ac0
1368,153,Kim Winslow,3642.0,1454.0,1454.0,3,F,Middleweight,M,KO/TKO,Punches to Head On Ground,2,3:12,http://ufcstats.com/fight-details/3657196c2f624138
1367,153,Josh Rosenthal,3580.0,2655.0,3580.0,3,F,Middleweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/c3e49cc87bd262c8
1366,153,Kim Winslow,1755.0,3650.0,3650.0,3,F,Heavyweight,M,KO/TKO,Punches to Head From Mount,1,4:32,http://ufcstats.com/fight-details/a9da6a31229b136c
1365,152,Herb Dean,2026.0,2943.0,2943.0,3,F,Light Heavyweight,M,KO/TKO,Punch to Head At Distance,1,4:55,http://ufcstats.com/fight-details/8c3179f0fd62af14
1364,152,Yves Lavigne,2990.0,3841.0,2990.0,3,F,Heavyweight,M,Submission,Rear Naked Choke,3,4:30,http://ufcstats.com/fight-details/9ae6a6f0f0730fa1
1363,152,Herb Dean,410.0,2293.0,2293.0,3,F,Welterweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/11774c581b818e30
1362,152,Yves Lavigne,937.0,36.0,937.0,3,F,Heavyweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/dd7920cac66bed25
1361,152,Kevin Dornan,3417.0,1940.0,3417.0,3,F,Welterweight,M,KO/TKO,Punches to Head From Half Guard,3,4:53,http://ufcstats.com/fight-details/0031c043c9f14eb8
1360,152,Herb Dean,2722.0,3145.0,3145.0,3,F,Lightweight,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/72d69e969eda8679
1359,152,Yves Lavigne,3298.0,116.0,116.0,3,F,Lightweight,M,Submission,"Guillotine Choke From Mount
      Technical Submission",1,1:45,http://ufcstats.com/fight-details/c40fd062610d4e61
1358,152,Tony Williamson,1992.0,1674.0,1674.0,3,F,Middleweight,M,KO/TKO,Elbows to Head From Back Control,2,4:07,http://ufcstats.com/fight-details/37e2f89510cc0bba
1357,152,Kevin Dornan,134.0,615.0,134.0,3,F,Welterweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/e7cb3f5cb39c33e6
1356,152,Tony Williamson,2909.0,1299.0,1299.0,3,F,Welterweight,M,Submission,Guillotine Choke After Drop to Guard,2,1:48,http://ufcstats.com/fight-details/ab7934f39038ab27
1355,152,Kevin Dornan,1143.0,2054.0,1143.0,3,F,Welterweight,M,Submission,"Triangle Choke From Bottom Guard
      Technical Submission",3,4:44,http://ufcstats.com/fight-details/fcac56089f65d04e
1354,151,Herb Dean,2422.0,3051.0,3051.0,3,F,Light Heavyweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/3046c0d0208a65f1
1353,151,Steve Mazzagatti,3767.0,1694.0,3767.0,3,F,Middleweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/f89589236dc3cbd7
1352,151,Josh Rosenthal,3155.0,914.0,914.0,3,F,Heavyweight,M,KO/TKO,Punch to Head At Distance,3,2:35,http://ufcstats.com/fight-details/094a77eecd56a27a
1351,151,Yves Lavigne,3676.0,1457.0,1457.0,3,F,Light Heavyweight,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/26025a42e011229f
1350,151,Herb Dean,870.0,2619.0,2619.0,3,F,Welterweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/7f35ce1469dab556
1349,151,Steve Mazzagatti,905.0,2232.0,2232.0,3,F,Welterweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/96f51af6a93b94c6
1348,151,Josh Rosenthal,3065.0,2101.0,3065.0,3,F,Lightweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/3832958c913305f0
1347,151,Yves Lavigne,2700.0,1967.0,2700.0,3,F,Lightweight,M,KO/TKO,Knee to Body In Clinch,1,3:28,http://ufcstats.com/fight-details/655a110a0bd2ea42
1346,151,Herb Dean,3564.0,3231.0,3231.0,3,F,Light Heavyweight,M,KO/TKO,Punches to Head At Distance,1,2:13,http://ufcstats.com/fight-details/8ba089858a7d647b
1345,151,Steve Mazzagatti,1038.0,3691.0,1038.0,3,F,Lightweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/6190569c372725bf
1344,151,Josh Rosenthal,2959.0,2388.0,2388.0,3,F,Middleweight,M,Submission,Guillotine Choke From Bottom Guard,1,1:06,http://ufcstats.com/fight-details/5000a0bde6213fd9
1343,150,Yves Lavigne,1934.0,925.0,925.0,5,T,Light Heavyweight,M,KO/TKO,Punches to Head From Mount,1,3:35,http://ufcstats.com/fight-details/1572dbb2433d2201
1342,150,Dan Miragliotta,2178.0,3314.0,2178.0,3,F,Welterweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/bb58aad30b58b1e4
1341,150,Mario Yamasaki,519.0,542.0,542.0,3,F,Lightweight,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/fc2badbeebf85ebf
1340,150,Dan Miragliotta,3019.0,1658.0,1658.0,3,F,Heavyweight,M,KO/TKO,Punches to Head From Mount,2,4:24,http://ufcstats.com/fight-details/19425b506594d5c7
1339,150,Mario Yamasaki,3376.0,3814.0,3814.0,3,F,Middleweight,M,Submission,Rear Naked Choke,2,3:25,http://ufcstats.com/fight-details/44adac5d05f7e883
1338,150,Yves Lavigne,2096.0,3195.0,3195.0,3,F,Middleweight,M,Submission,Rear Naked Choke,2,2:10,http://ufcstats.com/fight-details/351dccf63078a20e
1337,150,Philippe Chartier,3290.0,2765.0,3290.0,3,F,Welterweight,M,KO/TKO,Punches to Head At Distance,2,1:23,http://ufcstats.com/fight-details/59f77a6ecd041dff
1336,150,Marc-Andre Cote,2738.0,2591.0,2591.0,3,F,Welterweight,M,Decision,Majority,3,5:00,http://ufcstats.com/fight-details/e3846855a38f0bce
1335,150,Mario Yamasaki,3809.0,2676.0,3809.0,3,F,Heavyweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/d4415f08ba3e017e
1334,150,Philippe Chartier,48.0,2683.0,2683.0,3,F,Welterweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/189d14e4e1602c48
1333,150,Dan Miragliotta,1942.0,877.0,877.0,3,F,Middleweight,M,KO/TKO,"to    
      Leg Injury",1,2:42,http://ufcstats.com/fight-details/c795c4b7beb89bee
1332,149,Dan Miragliotta,703.0,1901.0,703.0,5,T,Middleweight,M,Decision,Unanimous,5,5:00,http://ufcstats.com/fight-details/63f744d672fbb8b4
1331,149,Herb Dean,1267.0,3122.0,3122.0,5,T,Lightweight,M,Decision,Unanimous,5,5:00,http://ufcstats.com/fight-details/29c9e57b23116aa2
1330,149,Herb Dean,2482.0,2754.0,2482.0,3,F,Welterweight,M,KO/TKO,Punches to Head At Distance,3,4:40,http://ufcstats.com/fight-details/5a6861ca6d7fd021
1329,149,Marc Goddard,3056.0,3185.0,3185.0,3,F,Lightweight,M,Submission,Armbar From North South,2,4:30,http://ufcstats.com/fight-details/38ea5a7a5b4932cb
1328,149,Marc Goddard,2712.0,1569.0,1569.0,3,F,Middleweight,M,KO/TKO,Punches to Head On Ground,2,2:50,http://ufcstats.com/fight-details/354a92ca4fd824a1
1327,149,Dan Miragliotta,2688.0,3288.0,3288.0,3,F,Light Heavyweight,M,Submission,Anaconda Choke From Front Headlock,1,4:55,http://ufcstats.com/fight-details/e1f77d40503e5259
1326,149,Marc Goddard,1370.0,523.0,523.0,3,F,Welterweight,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/3a1d4016452477f5
1325,149,Dan Miragliotta,2371.0,3760.0,2371.0,3,F,Welterweight,M,KO/TKO,Kick to Body At Distance,3,2:08,http://ufcstats.com/fight-details/867904bc58d656df
1324,149,Herb Dean,2257.0,276.0,2257.0,3,F,Lightweight,M,Submission,Guillotine Choke From Front Headlock,2,3:41,http://ufcstats.com/fight-details/a2e7273a95d5db4a
1323,149,Marc Goddard,1926.0,4069.0,1926.0,3,F,Heavyweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/2fec2ba8ea346a3a
1322,148,Mario Yamasaki,2969.0,2795.0,2969.0,3,F,Lightweight,M,Submission,Rear Naked Choke,3,2:52,http://ufcstats.com/fight-details/8d986c9ee38daf19
1321,148,Dan Miragliotta,1497.0,509.0,1497.0,3,F,Heavyweight,M,KO/TKO,Punch to Head At Distance,1,0:39,http://ufcstats.com/fight-details/17cda9957f96883f
1320,148,Mario Yamasaki,1138.0,1026.0,1026.0,3,F,Middleweight,M,KO/TKO,Punches to Head At Distance,2,0:29,http://ufcstats.com/fight-details/516868e246064e2b
1319,148,Dan Miragliotta,1284.0,649.0,1284.0,3,F,Lightweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/2328c7832a356a6d
1318,148,Dale Frye,113.0,1402.0,113.0,3,F,Lightweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/eeb8b25df8543e0f
1317,148,Bill Clancy,226.0,377.0,226.0,3,F,Lightweight,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/c16403197580e0af
1316,148,Dale Frye,3089.0,2052.0,2052.0,3,F,Lightweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/b32acf1c70321321
1315,148,Bill Clancy,319.0,397.0,397.0,3,F,Lightweight,M,KO/TKO,Punches to Head On Ground,1,4:13,http://ufcstats.com/fight-details/2e8217f029c25a3a
1314,148,Dale Frye,1409.0,2006.0,1409.0,3,F,Middleweight,M,TKO - Doctor's Stoppage,Facial Cuts,2,2:47,http://ufcstats.com/fight-details/713c9b6d0abe5cfc
1313,148,Bill Clancy,2637.0,1674.0,2637.0,3,F,Middleweight,M,KO/TKO,Punches to Head At Distance,1,4:49,http://ufcstats.com/fight-details/9eaea5e0165802d0
1312,148,Dale Frye,3680.0,2557.0,3680.0,3,F,Welterweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/8afb878a0900372e
1311,147,Kevin Mulhall,563.0,2645.0,563.0,5,T,Welterweight,M,Decision,Unanimous,5,5:00,http://ufcstats.com/fight-details/d0e4876ab954d27d
1310,147,Dan Miragliotta,1676.0,3524.0,3524.0,5,T,Heavyweight,M,KO/TKO,Punches to Head On Ground,1,3:48,http://ufcstats.com/fight-details/5755a68d39867abc
1309,147,Yves Lavigne,1276.0,3581.0,1276.0,3,F,Lightweight,M,Submission,Rear Naked Choke,2,4:20,http://ufcstats.com/fight-details/e74e3c2a96fa9c55
1308,147,Dan Miragliotta,803.0,2978.0,2978.0,3,F,Welterweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/d89e004e3992c5a4
1307,147,Yves Lavigne,1693.0,3746.0,1693.0,3,F,Lightweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/3b8e793ed8151a51
1306,147,Keith Peterson,3221.0,1863.0,3221.0,3,F,Welterweight,M,KO/TKO,Punches to Head From Back Control,1,2:47,http://ufcstats.com/fight-details/0ae251dd5c0b5304
1305,147,Dan Miragliotta,4023.0,3661.0,4023.0,3,F,Welterweight,M,Submission,Rear Naked Choke,2,3:30,http://ufcstats.com/fight-details/103b36a1b9d98102
1304,147,Kevin Mulhall,1334.0,3165.0,1334.0,3,F,Middleweight,M,Submission,Heel Hook On Ground,1,0:45,http://ufcstats.com/fight-details/828776734a528b62
1303,147,Kevin Mulhall,207.0,2656.0,2656.0,3,F,Light Heavyweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/4be101dd6883d9bb
1302,147,Keith Peterson,1041.0,594.0,1041.0,3,F,Welterweight,M,DQ,Illegal Kick by Soto,3,1:30,http://ufcstats.com/fight-details/2059fd17f2ff4e4a
1301,146,Herb Dean,265.0,2349.0,2349.0,3,F,Light Heavyweight,M,KO/TKO,Elbow to Head From Guard,1,3:19,http://ufcstats.com/fight-details/43f0495855470427
1300,146,Josh Rosenthal,3184.0,2792.0,3184.0,3,F,Heavyweight,M,KO/TKO,Punches to Head On Ground,1,3:53,http://ufcstats.com/fight-details/7aa7b0c5706a0492
1299,146,Herb Dean,2183.0,3628.0,2183.0,3,F,Heavyweight,M,KO/TKO,"Elbows to Body On Ground
      Submission to Strikes",3,1:16,http://ufcstats.com/fight-details/d215c4e6dc1346ae
1298,146,Josh Rosenthal,894.0,2443.0,894.0,3,F,Middleweight,M,KO/TKO,"to    
      Eye Injury",1,3:01,http://ufcstats.com/fight-details/275c22a93bdd84d8
1297,146,Herb Dean,2702.0,2703.0,2702.0,3,F,Lightweight,M,Submission,Arm Triangle From Side Control,2,3:40,http://ufcstats.com/fight-details/9368a80ba62d87e2
1296,146,Adam Martinez,1853.0,1805.0,1805.0,3,F,Light Heavyweight,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/2270b89b17067838
1295,146,Tim Mills,1957.0,3103.0,3103.0,3,F,Lightweight,M,KO/TKO,"to    
      Ankle Injury",1,0:44,http://ufcstats.com/fight-details/f63a647b74359194
1294,146,Tom Johnson,2493.0,1006.0,2493.0,3,F,Welterweight,M,KO/TKO,Punch to Head On Ground,1,2:01,http://ufcstats.com/fight-details/eb62bfcd3d96a182
1293,146,Adam Martinez,793.0,2766.0,793.0,3,F,Heavyweight,M,KO/TKO,Punches to Head At Distance,1,0:47,http://ufcstats.com/fight-details/dd56acbfb08aa6b2
1292,146,Tim Mills,1203.0,1293.0,1203.0,3,F,Welterweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/a41be337367884e6
1291,146,Tom Johnson,796.0,3676.0,3676.0,3,F,Light Heavyweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/9f6f356a56e4fe6f
1290,145,Herb Dean,272.0,1458.0,272.0,3,F,Heavyweight,M,KO/TKO,Punch to Head At Distance,1,2:20,http://ufcstats.com/fight-details/ca93e3f69fa3d725
1289,145,Josh Rosenthal,702.0,3767.0,702.0,3,F,Middleweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/241a722f3b042c59
1288,145,Herb Dean,595.0,539.0,595.0,3,F,Lightweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/b4d624bdc27dff83
1287,145,Josh Rosenthal,3891.0,2404.0,3891.0,3,F,Light Heavyweight,M,KO/TKO,Punch to Head At Distance,3,2:10,http://ufcstats.com/fight-details/aefca2869c87eb11
