fighter_id,fighter_f_name,fighter_l_name,fighter_nickname,fighter_height_cm,fighter_weight_lbs,fighter_reach_cm,fighter_stance,fighter_dob,fighter_w,fighter_l,fighter_d,fighter_nc_dq,fighter_url
800,Lumumba,Sayers,,182.88,185.0,,,1978-06-30,6,5,0,,http://ufcstats.com/fighter-details/402ea3b5ee233852
799,Matt,Sayles,,170.18,155.0,172.72,Orthodox,1994-02-21,8,4,0,,http://ufcstats.com/fighter-details/5b8ba8f5512893b1
798,Brandon,Sayles,Man of War,195.58,265.0,,,1981-04-23,5,1,0,,http://ufcstats.com/fighter-details/72b7c071910990b1
797,Mark,Scanlon,,175.26,170.0,,Orthodox,,9,2,0,,http://ufcstats.com/fighter-details/771b60ff889661c8
796,Eric,Schafer,Red,190.5,185.0,193.04,Orthodox,1977-09-20,14,8,2,,http://ufcstats.com/fighter-details/f59f1d3a2ff13edd
795,Kerry,Schall,Meat Truck,187.96,265.0,,Orthodox,1971-08-09,24,13,0,1.0,http://ufcstats.com/fighter-details/030f08370fd1c2bb
794,Eric,Schambari,,180.34,185.0,,Orthodox,1978-04-22,15,6,0,,http://ufcstats.com/fighter-details/66e981516e2476d1
793,Brendan,Schaub,Big Brown,193.04,245.0,198.12,Orthodox,1983-03-18,10,5,0,,http://ufcstats.com/fighter-details/89a407032911e27e
792,Matheus,Scheffel,Buffa,187.96,205.0,190.5,Orthodox,1992-11-04,14,7,0,,http://ufcstats.com/fighter-details/a296ad1d238d97df
791,Antonio,Schembri,Nino,175.26,205.0,,Orthodox,1974-06-01,5,5,0,,http://ufcstats.com/fighter-details/a3244e3238541482
790,Fabiano,Scherner,Pegaleve,190.5,257.0,,Orthodox,1972-06-30,11,10,0,3.0,http://ufcstats.com/fighter-details/0bc7e61d204f2137
789,Samy,Schiavo,,172.72,155.0,,Orthodox,1975-12-24,10,6,0,,http://ufcstats.com/fighter-details/1208ffc5be6e31ad
788,Pat,Schilling,Thrilling,172.72,145.0,,Orthodox,1988-08-28,5,2,0,,http://ufcstats.com/fighter-details/de12bd65e2f46478
787,Joe,Schilling,,190.5,185.0,,,,2,5,0,,http://ufcstats.com/fighter-details/f41fad444939056b
786,Semmy,Schilt,Hightower,208.28,265.0,,Orthodox,1973-10-27,26,14,1,,http://ufcstats.com/fighter-details/d5ed14b2153c6ed2
785,Adam,Schindler,,172.72,155.0,,,1983-05-19,10,6,0,,http://ufcstats.com/fighter-details/89ea01f5a7ada40c
784,Daniel,Schmitt,,,185.0,,,,2,3,0,,http://ufcstats.com/fighter-details/bd02e222a6166d50
783,Colleen,Schneider,,,135.0,,,,11,7,0,,http://ufcstats.com/fighter-details/aa943b9bc00cb0ed
782,Matt,Schnell,Danger,172.72,125.0,177.8,Orthodox,1990-01-15,16,7,0,1.0,http://ufcstats.com/fighter-details/67c1d46f4ed16f9e
781,Alex,Schoenauer,,190.5,185.0,,Orthodox,1976-05-05,15,10,0,,http://ufcstats.com/fighter-details/fdfef29ba17ee525
780,Darrill,Schoonover,The Boss,187.96,220.0,,Orthodox,1985-07-18,14,8,0,,http://ufcstats.com/fighter-details/5a558ba1ff5e9121
779,Bob,Schrijber,Dirty,182.88,240.0,,Orthodox,,20,17,1,,http://ufcstats.com/fighter-details/d86e913c548c07c2
778,Nate,Schroeder,,185.42,230.0,,,,11,10,0,,http://ufcstats.com/fighter-details/040426baba8a45e8
777,Lacey,Schuckman,,160.02,125.0,,,,11,10,0,,http://ufcstats.com/fighter-details/e44c679c30403cba
776,Mark,Schultz,,175.26,200.0,,Orthodox,,1,1,0,,http://ufcstats.com/fighter-details/c1684f00c626f4c0
775,Brian,Schwartz,,190.5,170.0,,Orthodox,,1,1,0,,http://ufcstats.com/fighter-details/99c80d2bd5dbe5a9
774,Eric,Schwartz,,,205.0,,,,2,0,0,,http://ufcstats.com/fighter-details/79cbdf233e5e0496
773,Justin,Scoggins,,170.18,125.0,167.64,Southpaw,1992-05-02,11,5,0,,http://ufcstats.com/fighter-details/9fa568ad2bf2cb0b
772,Brad,Scott,Bear,185.42,170.0,193.04,Orthodox,1989-06-24,11,6,0,,http://ufcstats.com/fighter-details/34e552520a934063
771,Greg,Scott,,175.26,145.0,,,,3,4,0,,http://ufcstats.com/fighter-details/0b235384fe23fc9c
770,Mike,Seal,Crazy Boy,193.04,185.0,,Orthodox,,13,15,1,1.0,http://ufcstats.com/fighter-details/0c01568b1ac77bff
769,Matt,Secor,,182.88,170.0,,,1986-09-26,8,4,0,,http://ufcstats.com/fighter-details/d1ce40aca99a9b70
768,Kenneth,Seegrist,,182.88,185.0,,Orthodox,,4,7,0,,http://ufcstats.com/fighter-details/55e94a9b525dcf45
767,Neil,Seery,2Tap,162.56,125.0,162.56,Orthodox,1979-08-30,16,13,0,,http://ufcstats.com/fighter-details/49a74b9fb2e45fdf
766,Rony,Sefo,,175.26,225.0,,Orthodox,,0,2,0,,http://ufcstats.com/fighter-details/d6b68eaf4b68b160
765,Ray,Sefo,Sugarfoot,182.88,240.0,,Orthodox,1971-02-15,2,2,0,,http://ufcstats.com/fighter-details/646d5dbe509accd4
764,Brendan,Seguin,,182.88,185.0,,,1976-07-03,23,19,1,,http://ufcstats.com/fighter-details/e4bb7e483c4ad318
763,Tetsuya,Seki,,177.8,155.0,,,1994-02-08,14,8,1,,http://ufcstats.com/fighter-details/5e1062e066c601e6
762,Stefan,Sekulic,,182.88,170.0,190.5,Southpaw,1992-02-12,12,4,0,,http://ufcstats.com/fighter-details/348dff4e03bd18c6
761,Pete,Sell,Drago,180.34,170.0,190.5,Orthodox,1982-08-05,10,7,0,,http://ufcstats.com/fighter-details/0359313549d230a1
760,Matthew,Semelsberger,Semi The Jedi,185.42,170.0,190.5,Switch,1992-11-23,11,6,0,,http://ufcstats.com/fighter-details/4aa58269d0664b5b
759,Andrei,Semenov,,182.88,185.0,,Orthodox,1977-06-17,34,9,2,,http://ufcstats.com/fighter-details/5f2f0da6fd6a84fd
758,Mackens,Semerzier,Da Menace,175.26,145.0,182.88,Orthodox,1980-11-03,8,4,0,1.0,http://ufcstats.com/fighter-details/51b1e2fd9872005b
757,Brandon,Sene,,180.34,205.0,,,1981-05-21,2,2,0,,http://ufcstats.com/fighter-details/3ed134d85dfbd7b4
756,YeDam,Seo,,157.48000000000002,115.0,160.02,Orthodox,1992-03-20,6,3,0,,http://ufcstats.com/fighter-details/762572d67204fadb
755,Kim,In Seok,,167.64,145.0,,Orthodox,,3,6,0,,http://ufcstats.com/fighter-details/88b250ba222c3a98
754,Ray,Seraille,,190.5,246.0,,,,8,9,0,,http://ufcstats.com/fighter-details/2f04c4183523be2e
753,Ivan,Serati,,182.88,205.0,,Orthodox,,12,4,0,,http://ufcstats.com/fighter-details/b23fca14c7b79935
752,Alex,Serdyukov,The Russian Crusher,187.96,170.0,187.96,Orthodox,1980-05-24,8,5,0,,http://ufcstats.com/fighter-details/253d3f9e97ca149a
751,Nicholas,Sergiacomi,,,170.0,,,,1,1,0,,http://ufcstats.com/fighter-details/efab191f204ffa17
750,Matt,Serra,The Terra,167.64,170.0,172.72,Orthodox,1974-06-02,11,7,0,,http://ufcstats.com/fighter-details/86dfed7cc24a9fa7
749,Nick,Serra,The Mad Monkey,175.26,170.0,,Orthodox,1978-03-27,7,3,0,,http://ufcstats.com/fighter-details/1975c2272ba40e71
748,Adrian,Serrano,,172.72,170.0,,,1963-12-23,56,29,4,,http://ufcstats.com/fighter-details/e7ec11096eac0282
747,Fredy,Serrano,El Profe,160.02,125.0,165.1,Orthodox,1979-09-22,3,2,0,,http://ufcstats.com/fighter-details/0ccab7c889ede9ea
746,Carl,Seumanutafa,,185.42,255.0,,Orthodox,,10,8,0,,http://ufcstats.com/fighter-details/dadaeb402526dca5
745,Dan,Severn,The Beast,187.96,250.0,,Southpaw,1958-06-08,101,19,1,,http://ufcstats.com/fighter-details/c670aa48827d6be6
744,Rosi,Sexton,The Surgeon,160.02,135.0,,Orthodox,1977-07-16,13,5,0,,http://ufcstats.com/fighter-details/5dfe71ade71f3a4b
743,Scott,Shaffer,,170.18,145.0,,Orthodox,,0,1,0,,http://ufcstats.com/fighter-details/5c38639f860a5542
742,Edmen,Shahbazyan,The Golden Boy,187.96,185.0,190.5,Orthodox,1997-11-20,12,4,0,,http://ufcstats.com/fighter-details/4144798612ef96e5
741,Leon,Shahbazyan,,193.04,170.0,187.96,Orthodox,1995-11-18,7,2,0,,http://ufcstats.com/fighter-details/9eed2bcc9e0b92af
740,Don,Shainis,Shameless,167.64,145.0,170.18,Orthodox,1990-09-16,12,5,0,,http://ufcstats.com/fighter-details/da4628f173337902
739,Liliya,Shakirova,,162.56,125.0,165.1,Orthodox,1991-10-24,8,2,0,,http://ufcstats.com/fighter-details/f300763147320d12
738,Kamal,Shalorus,Prince of Persia,172.72,155.0,172.72,Orthodox,1972-08-27,9,5,2,,http://ufcstats.com/fighter-details/ece280745f8727b8
737,Ken,Shamrock,The World's Most Dangerous Man,185.42,205.0,182.88,Orthodox,1964-02-11,28,17,2,,http://ufcstats.com/fighter-details/63b65af1c5cb02cb
736,Frank,Shamrock,,177.8,185.0,,Orthodox,1972-12-08,23,10,2,,http://ufcstats.com/fighter-details/fcaae0385b514f11
735,Shang,Zhifa,Northeast Flying Tiger,170.18,125.0,160.02,Orthodox,1986-03-15,32,8,0,,http://ufcstats.com/fighter-details/5a7350645bc9bd6e
734,Jason,Sharp,,,205.0,,,,3,3,0,,http://ufcstats.com/fighter-details/285e32e41f61a5b1
733,Eric,Shelton,Showtime,167.64,125.0,172.72,Orthodox,1991-02-02,12,6,0,,http://ufcstats.com/fighter-details/a0c64f272b65d441
732,Sean,Sherk,The Muscle Shark,167.64,155.0,170.18,Orthodox,1973-08-05,36,4,1,,http://ufcstats.com/fighter-details/029880cdbf5ca089
731,Chase,Sherman,The Vanilla Gorilla,193.04,250.0,198.12,Orthodox,1989-11-16,16,12,0,,http://ufcstats.com/fighter-details/01b352b6a9074d5c
730,Valentina,Shevchenko,Bullet,165.1,125.0,167.64,Southpaw,1988-03-07,23,4,1,,http://ufcstats.com/fighter-details/132deb59abae64b1
729,Antonina,Shevchenko,La Pantera,172.72,125.0,170.18,Southpaw,1984-11-20,10,4,0,,http://ufcstats.com/fighter-details/d7338bcb141abd2c
728,Katsuyori,Shibata,,182.88,168.0,,Orthodox,1979-11-17,4,11,1,,http://ufcstats.com/fighter-details/d4da8995fc91e7ef
727,Jake,Shields,,182.88,170.0,182.88,Orthodox,1979-01-09,31,9,1,1.0,http://ufcstats.com/fighter-details/fe435e440b5de0ff
726,Henrique,Shiguemoto,,180.34,185.0,182.88,Orthodox,1989-06-22,13,4,1,,http://ufcstats.com/fighter-details/5d1700cfbaafbe06
725,Shunichi,Shimizu,,165.1,135.0,,Orthodox,1985-01-31,30,18,1,1.0,http://ufcstats.com/fighter-details/10657c60ce349e0f
724,Wade,Shipp,The Nightmare,190.5,245.0,,Orthodox,1975-02-09,11,5,0,,http://ufcstats.com/fighter-details/a9a314cc77d90b6e
723,Raja,Shippen,,167.64,145.0,,,1986-10-07,18,11,1,,http://ufcstats.com/fighter-details/d9e1942637bd57a4
722,Yuya,Shirai,,172.72,168.0,,Orthodox,1980-04-02,26,14,2,,http://ufcstats.com/fighter-details/a79bfbc01b2264d6
721,Wes,Shivers,,203.2,,,,,7,1,0,,http://ufcstats.com/fighter-details/ad863b0d57952c57
720,Alexander,Shlemenko,Storm,180.34,185.0,,,1984-05-20,56,9,0,1.0,http://ufcstats.com/fighter-details/ed3ea649b34ddb6c
719,Josh,Shockley,,185.42,155.0,,Orthodox,1989-11-15,11,4,0,,http://ufcstats.com/fighter-details/1d36f1ac66cf689d
718,Josh,Shockman,The War Hammer,193.04,235.0,,Southpaw,1980-12-29,6,3,0,,http://ufcstats.com/fighter-details/821cd80aab70d5f9
717,Akira,Shoji,,172.72,195.0,,Orthodox,1974-01-31,14,17,5,,http://ufcstats.com/fighter-details/b0c95dc8e858452c
716,Liudvik,Sholinian,Palmeyros,177.8,135.0,180.34,Orthodox,1990-01-20,9,4,1,,http://ufcstats.com/fighter-details/1a54231796e24a3f
715,Jack,Shore,Tank,172.72,135.0,180.34,Orthodox,1995-02-06,17,1,0,,http://ufcstats.com/fighter-details/b8a85389d115e35a
714,Landon,Showalter,The Show,182.88,185.0,,,1976-06-14,11,19,1,,http://ufcstats.com/fighter-details/35cc17760b06f36d
713,Ivan,Shtyrkov,Ural Hulk,182.88,205.0,187.96,Orthodox,1988-06-09,15,0,1,,http://ufcstats.com/fighter-details/1f4b1d7d12601c5f
712,Brandon,Shuey,Big Dawg,170.18,155.0,,Orthodox,1976-02-01,7,6,0,,http://ufcstats.com/fighter-details/585f9ffdb0cd0466
711,Ronal,Siahaan,Naga Sakti,170.18,125.0,180.34,Southpaw,1996-05-05,7,1,0,,http://ufcstats.com/fighter-details/762226efa2b01654
710,Sam,Sicilia,,172.72,145.0,170.18,Orthodox,1986-02-01,15,8,0,,http://ufcstats.com/fighter-details/b8aef0faf4ce9b31
709,Kiril,Sidelnikov,,180.34,230.0,,,1988-08-17,11,4,0,,http://ufcstats.com/fighter-details/cf772fb504842dc3
708,Serhiy,Sidey,,180.34,135.0,182.88,Switch,1996-07-04,10,1,0,,http://ufcstats.com/fighter-details/1a2bf44edb8055b6
707,Steven,Siler,Super,180.34,145.0,177.8,Orthodox,1987-02-15,29,16,0,,http://ufcstats.com/fighter-details/d188a3b817860ec6
706,Siala,Siliga,Mighty Mo,185.42,290.0,,Orthodox,1970-10-08,12,5,0,,http://ufcstats.com/fighter-details/3cf68c1d17f66af7
705,Xavier,Siller,Young Guns,165.1,125.0,,,1994-06-06,5,5,0,,http://ufcstats.com/fighter-details/9a08c2753184ac6d
704,Assuerio,Silva,,177.8,241.0,,Orthodox,1974-06-18,16,8,0,1.0,http://ufcstats.com/fighter-details/e091482fa6648261
703,Anderson,Silva,The Spider,187.96,185.0,195.58,Southpaw,1975-04-14,34,11,0,1.0,http://ufcstats.com/fighter-details/1f454354805b6f75
702,Wanderlei,Silva,The Axe Murderer,180.34,205.0,187.96,Orthodox,1976-07-03,35,13,1,1.0,http://ufcstats.com/fighter-details/a1f6999fe57236e0
701,Thiago,Silva,,187.96,205.0,187.96,Orthodox,1982-11-12,19,6,0,2.0,http://ufcstats.com/fighter-details/2924886ee9c4c527
700,Paulo,Cesar Silva,Giant,226.06,385.0,,Orthodox,1963-07-21,2,6,0,,http://ufcstats.com/fighter-details/55b8dc4e54fe2c59
699,Jean,Silva,White Bear,167.64,160.0,,Orthodox,1977-10-08,19,12,3,1.0,http://ufcstats.com/fighter-details/9211aae062b799d6
698,Edson,Silva,Paredao,,205.0,,Orthodox,,14,12,0,1.0,http://ufcstats.com/fighter-details/a1153013cb5f628f
697,Sidney,Silva,,190.5,170.0,,Southpaw,1972-02-27,8,4,0,,http://ufcstats.com/fighter-details/a6c32678efd4f434
696,Jay,Silva,,187.96,185.0,,Southpaw,,10,11,1,,http://ufcstats.com/fighter-details/53bb0d40905b87c0
695,Antonio,Silva,Bigfoot,193.04,264.0,208.28,Orthodox,1979-09-14,19,12,1,,http://ufcstats.com/fighter-details/8349d55cdecd393a
694,Fabio,Silva,,180.34,205.0,,Orthodox,1982-03-31,1,8,0,,http://ufcstats.com/fighter-details/2ba479b409011527
693,Erick,Silva,,182.88,170.0,187.96,Orthodox,1984-06-21,19,9,0,1.0,http://ufcstats.com/fighter-details/5866fc86183a9fb8
692,Leandro,Silva,Buscape,175.26,155.0,182.88,Orthodox,1985-11-11,20,6,1,1.0,http://ufcstats.com/fighter-details/159da492e000afbf
691,Claudio,Silva,Hannibal,180.34,170.0,180.34,Southpaw,1982-09-06,14,4,0,,http://ufcstats.com/fighter-details/6f7c616b98e18c29
690,Wagner,Silva,Wagnao,182.88,170.0,,Orthodox,1987-02-07,6,3,0,,http://ufcstats.com/fighter-details/fb79582c410d049e
689,Rafael,Silva,Morcego,170.18,135.0,,,1985-03-20,28,6,0,,http://ufcstats.com/fighter-details/a31358d90d4bb40a
688,Joaquim,Silva,Netto BJJ,172.72,155.0,175.26,Southpaw,1989-02-05,12,5,0,,http://ufcstats.com/fighter-details/ae7fe94f117f98cf
687,Felipe,Silva,,182.88,155.0,195.58,Orthodox,1984-05-08,8,2,0,,http://ufcstats.com/fighter-details/1b38a2b897f6209c
686,Dayana,Silva,,170.18,135.0,,Orthodox,1990-08-27,7,4,0,,http://ufcstats.com/fighter-details/b19aecbfbb5508cc
685,Bruno,Silva,Bulldog,162.56,125.0,165.1,Orthodox,1990-03-16,13,5,2,1.0,http://ufcstats.com/fighter-details/294aa73dbf37d281
684,Bruno,Silva,Blindado,182.88,185.0,187.96,Orthodox,1989-07-13,23,9,0,,http://ufcstats.com/fighter-details/12ebd7d157e91701
683,Gabriel,Silva,,167.64,135.0,180.34,Orthodox,1994-08-26,8,2,0,,http://ufcstats.com/fighter-details/002ca196477ce572
682,Jacob,Silva,Lil Animal,165.1,125.0,170.18,Orthodox,1988-02-23,6,4,0,,http://ufcstats.com/fighter-details/f6f2ea21a67be3a7
681,Natalia,Silva,,162.56,125.0,165.1,Southpaw,1997-02-03,16,5,1,,http://ufcstats.com/fighter-details/262d32ebda89efc4
680,Jansey,Silva,Jones,187.96,185.0,170.18,Orthodox,1995-05-30,7,2,0,,http://ufcstats.com/fighter-details/0d09efd31eb9fadf
679,Maria,Silva,Viuva Negra,160.02,115.0,162.56,Orthodox,1995-12-19,8,1,0,,http://ufcstats.com/fighter-details/4408865b4e65e374
678,Karine,Silva,Killer,165.1,125.0,170.18,Orthodox,1993-12-02,17,4,0,,http://ufcstats.com/fighter-details/9d62c2d8ee151f08
677,Erik,Silva,The King,175.26,145.0,180.34,Orthodox,1987-03-16,9,2,0,,http://ufcstats.com/fighter-details/21b813b919776d90
676,Janaina,Silva,Jana-Iron-Hand,154.94,115.0,152.4,Orthodox,1992-02-16,5,1,0,,http://ufcstats.com/fighter-details/4784a5b4a452464a
675,Jhonata,Silva,,165.1,125.0,167.64,Orthodox,1997-04-24,8,2,0,,http://ufcstats.com/fighter-details/4e33534d1e036444
674,Jean,Silva,Lord Assassin,170.18,145.0,175.26,Orthodox,1996-12-13,11,2,0,,http://ufcstats.com/fighter-details/52ef95b5860fb28c
673,Danny,Silva,El Puma,180.34,145.0,177.8,Switch,1997-01-30,8,1,0,,http://ufcstats.com/fighter-details/d964a59c48381cb6
672,Douglas,Silva de Andrade,D Silva,170.18,135.0,172.72,Orthodox,1985-06-22,29,5,0,1.0,http://ufcstats.com/fighter-details/3a314d9fa7c6825d
671,Leonardo,Silva de Oliveira,Cabecao,187.96,185.0,,Orthodox,1992-04-23,12,4,0,,http://ufcstats.com/fighter-details/28e088bbcaaa6366
670,Marcus,Silveira,Conan,190.5,242.0,,Orthodox,,6,4,0,1.0,http://ufcstats.com/fighter-details/f717b6002486f73f
669,Elias,Silverio,Xuxu,180.34,155.0,185.42,Orthodox,1986-09-22,13,3,0,,http://ufcstats.com/fighter-details/52ba464d9068d871
668,Sim,Kai Xiong,Kobra,165.1,125.0,167.64,Orthodox,1997-09-06,5,1,0,,http://ufcstats.com/fighter-details/79e2cb1e813f881b
667,Jamey,Simmons,The Afro Samurai,167.64,135.0,177.8,Orthodox,1992-09-11,7,4,0,,http://ufcstats.com/fighter-details/f0fad0e9f3b65752
666,Ricky,Simon,,167.64,135.0,175.26,Orthodox,1992-08-31,20,4,0,,http://ufcstats.com/fighter-details/5987b2458f4b5290
665,Aaron,Simpson,A-Train,182.88,170.0,185.42,Orthodox,1974-07-20,12,5,0,,http://ufcstats.com/fighter-details/d5f820c11a121050
664,Wes,Sims,The Project,208.28,260.0,,Orthodox,1979-08-04,24,14,1,2.0,http://ufcstats.com/fighter-details/e0f7c4f3f67bc808
663,Marlon,Sims,,,170.0,,,,3,4,0,,http://ufcstats.com/fighter-details/9eedac48b497de5a
662,Tony,Sims,,180.34,155.0,177.8,Southpaw,1985-10-14,12,4,0,,http://ufcstats.com/fighter-details/57bad6a84230f0c9
661,Everett,Sims,Sexual Chocolate,195.58,260.0,195.58,Southpaw,1988-09-04,4,1,0,,http://ufcstats.com/fighter-details/59c6d5af765df641
660,Lodune,Sincaid,,175.26,185.0,,Orthodox,1973-05-07,15,9,0,,http://ufcstats.com/fighter-details/265589bdd93e7ce5
659,Rob,Sinclair,,172.72,155.0,,,1980-02-20,13,5,0,,http://ufcstats.com/fighter-details/3b65c9dd39741bc4
658,Rory,Singer,Outburst,187.96,185.0,195.58,Orthodox,1976-05-28,11,9,0,,http://ufcstats.com/fighter-details/546015aa2ad945fd
657,Rana,Rudra Pratap Singh,Ashwathama,177.8,135.0,175.26,Orthodox,1997-05-09,11,2,0,,http://ufcstats.com/fighter-details/254ed71756cfd18c
656,Elvis,Sinosic,The King of Rock n' Rumble,190.5,205.0,195.58,Orthodox,1971-02-13,7,11,2,,http://ufcstats.com/fighter-details/817e0bdf08efce2e
655,Mitchell,Sipe,No Dice,187.96,245.0,,Orthodox,1996-04-09,4,1,0,,http://ufcstats.com/fighter-details/71ef1111bf829b82
654,Gian,Siqueira,Pitbull,185.42,170.0,187.96,Orthodox,1994-06-23,19,5,0,,http://ufcstats.com/fighter-details/a46fdda658fee832
653,Jeremia,Siregar,The Teacher,157.48000000000002,125.0,160.02,Orthodox,1991-07-27,6,3,0,,http://ufcstats.com/fighter-details/a7ac3b1b0c4146db
652,AJ,Siscoe,Let's Go,170.18,135.0,,,,1,2,0,,http://ufcstats.com/fighter-details/fce9b4056a8ef559
651,Yokthai,Sithoar,,170.18,143.0,,,1974-12-25,0,1,0,,http://ufcstats.com/fighter-details/436cdea7bdfdc016
650,Jeri,Sitzes,,165.1,125.0,,,,3,1,0,,http://ufcstats.com/fighter-details/44a1dd0ef4373edc
649,Dennis,Siver,,167.64,145.0,177.8,Orthodox,1979-01-13,23,11,0,1.0,http://ufcstats.com/fighter-details/5f87a5c00b3d17ed
648,Chas,Skelly,The Scrapper,180.34,145.0,182.88,Orthodox,1985-05-11,19,3,0,1.0,http://ufcstats.com/fighter-details/4bd6b4800070b069
647,Matt,Skelton,,190.5,265.0,,Orthodox,1967-01-23,0,1,0,,http://ufcstats.com/fighter-details/caced97768818230
646,Zach,Skinner,,167.64,145.0,,Orthodox,,10,11,0,,http://ufcstats.com/fighter-details/c337c3c85b1871e0
645,Brian,Sleeman,,172.72,185.0,,,,9,9,1,,http://ufcstats.com/fighter-details/9db861c26b63daa8
644,Joe,Slick,,182.88,199.0,,Orthodox,1977-10-17,16,5,3,,http://ufcstats.com/fighter-details/80e6d71e14c1d356
643,Ray,Sloan,,185.42,205.0,,,1985-07-14,8,1,0,,http://ufcstats.com/fighter-details/a2d1d3d144fed708
642,Kestutis,Smirnovas,,177.8,200.0,,Orthodox,,24,8,2,,http://ufcstats.com/fighter-details/1979c80150f630c4
641,Maurice,Smith,,187.96,221.0,,Orthodox,1961-12-13,12,14,0,,http://ufcstats.com/fighter-details/33e33d51f289d2a1
640,Patrick,Smith,,187.96,225.0,,Orthodox,1963-08-28,20,17,0,,http://ufcstats.com/fighter-details/46c8ec317aff28ac
639,Scott,Smith,Hands of Steel,182.88,185.0,177.8,Orthodox,1979-05-21,18,11,0,1.0,http://ufcstats.com/fighter-details/3410cf010558dc8b
638,Eric,Smith,,,,,Southpaw,,1,1,0,,http://ufcstats.com/fighter-details/9114c8ded5ccd71d
637,Josh,Smith,,182.88,155.0,,Orthodox,1982-07-02,9,8,0,,http://ufcstats.com/fighter-details/f626aa1c85f8af03
636,David,Smith,,,155.0,,,,5,1,0,,http://ufcstats.com/fighter-details/e955046551f8c7dd
635,Adam,Smith,,,,,,,0,3,0,,http://ufcstats.com/fighter-details/754968e325d6f60d
634,Dillon,Smith,,182.88,170.0,,,,0,0,0,,http://ufcstats.com/fighter-details/ffee353f55e3aa2c
633,Trevor,Smith,Hot Sauce,190.5,185.0,190.5,Orthodox,1981-01-05,15,10,0,,http://ufcstats.com/fighter-details/f797f0c57a83353e
632,Anthony,Smith,Lionheart,193.04,205.0,193.04,Orthodox,1988-07-26,37,18,0,,http://ufcstats.com/fighter-details/d4c9dcd330403612
631,Colton,Smith,,182.88,155.0,180.34,Orthodox,1987-08-14,7,4,0,,http://ufcstats.com/fighter-details/2e25c1d983c26311
630,Gilbert,Smith,,175.26,185.0,,Southpaw,1981-10-19,12,6,0,,http://ufcstats.com/fighter-details/54ed8dc6f8c31207
629,Leslie,Smith,The Peacemaker,175.26,135.0,167.64,Orthodox,1982-08-17,10,7,1,,http://ufcstats.com/fighter-details/76984112f697631f
628,Devonte,Smith,King Kage,175.26,155.0,193.04,Orthodox,1993-07-30,11,4,0,,http://ufcstats.com/fighter-details/207773daeb4afa7b
627,Cole,Smith,The Cole Train,180.34,135.0,170.18,Orthodox,1989-04-05,7,2,0,,http://ufcstats.com/fighter-details/56709e66f1c6008f
626,Nate,Smith,The Savage,167.64,125.0,175.26,Switch,1995-04-09,6,1,0,,http://ufcstats.com/fighter-details/0bbb69f69c9a2eea
625,Braxton,Smith,The Beautiful Monster,180.34,257.0,182.88,Orthodox,1990-01-01,5,2,0,,http://ufcstats.com/fighter-details/eaa9402e5a7990ad
624,Walter,Smith-Cotito,,172.72,135.0,,,,4,5,0,1.0,http://ufcstats.com/fighter-details/625b65b45c1c6888
623,Justin,Smitley,,,145.0,,,,10,7,1,,http://ufcstats.com/fighter-details/c5776fa8f4bf77aa
622,Dmitrii,Smoliakov,The Lifeguard,187.96,253.0,187.96,Switch,1982-08-05,9,3,0,,http://ufcstats.com/fighter-details/75afb06215a07341
621,Louis,Smolka,Da Last Samurai,175.26,135.0,172.72,Orthodox,1991-07-16,17,9,0,,http://ufcstats.com/fighter-details/d2bc285ead803db0
620,Cameron,Smotherman,The Baby-Faced Killa,175.26,135.0,175.26,Orthodox,1997-09-17,8,4,0,,http://ufcstats.com/fighter-details/5c84f673b7bb7c15
619,Shimon,Smotritsky,The Assassin,187.96,170.0,187.96,Orthodox,2000-08-22,8,2,0,,http://ufcstats.com/fighter-details/1b0491ef0f9c965e
618,Richie,Smullen,,175.26,155.0,172.72,Orthodox,1991-08-17,3,1,1,,http://ufcstats.com/fighter-details/f75c5ca0d91b9115
617,Devin,Smyth,,177.8,170.0,182.88,Switch,1995-07-21,4,2,0,,http://ufcstats.com/fighter-details/7684c8137b4545ba
616,Denis,Sobolev,,190.5,216.0,,Orthodox,,4,7,0,,http://ufcstats.com/fighter-details/03b1e846b09f721d
615,Peter,Sobotta,,182.88,170.0,190.5,Southpaw,1987-01-11,17,7,1,,http://ufcstats.com/fighter-details/1fcfc3709fe58151
614,Renato,Sobral,Babalu,185.42,205.0,190.5,Orthodox,1975-09-07,37,11,0,,http://ufcstats.com/fighter-details/d468288756ae3982
613,Rameau,Thierry Sokoudjou,The African Assassin,177.8,205.0,198.12,Orthodox,1984-04-18,18,18,0,,http://ufcstats.com/fighter-details/d1152823307d7e7c
612,Alexander,Soldatkin,,187.96,250.0,190.5,Orthodox,1993-06-10,14,4,0,,http://ufcstats.com/fighter-details/f1451d605bad178e
611,Joe,Solecki,,175.26,155.0,177.8,Orthodox,1993-08-27,13,3,0,,http://ufcstats.com/fighter-details/af65aa688d13eedf
610,Chris,Solomon,,180.34,155.0,,,,0,0,0,,http://ufcstats.com/fighter-details/324c7a749128df8d
609,Joe,Son,,162.56,236.0,,Orthodox,1970-11-22,0,4,0,,http://ufcstats.com/fighter-details/83b743fedde154fb
608,Paul,Song,,,185.0,,,,2,2,0,,http://ufcstats.com/fighter-details/9775eabcb1be1a00
607,Song,Kenan,The Assassin,182.88,170.0,180.34,Orthodox,1990-03-10,20,7,0,,http://ufcstats.com/fighter-details/32490e80ddab1e5a
